id,id_str,screen_name,location,description,url,followers_count,friends_count,listedcount,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
2669362848.0,335,735,0,98,28,335,0,32,407,1,False,17375,10,40,False,False,0,333,1
8.41e+17,834,314,363,0,356,102,86,0,310,0,False,1,10,209,True,False,1,512,1
2469697044.0,248,851,0,461,189,52,0,15,904,0,False,93310,10,557,True,False,0,532,1
2869819060.0,425,315,113,754,150,5631,6,188,803,48,False,6574,10,422,False,False,0,513,1
2796646086.0,375,423,308,0,28,10,15,0,476,13,False,3,10,201,True,False,0,726,1
8.31e+17,826,973,239,713,223,66,1,7,248,4,False,70,10,436,False,False,0,708,1
2907425432.0,452,176,0,790,28,4965,0,244,720,1,False,67870,10,817,False,False,0,1049,1
1431116617.0,4,11,15,9,9,14917,227,27,48,919,False,53398,1,310,False,False,0,9,1
2159821603.0,126,1027,172,255,28,20,0,16,817,0,False,42453,10,778,True,False,0,766,1
3068667437.0,527,924,370,115,28,803,31,34,323,0,False,808,10,22,False,False,0,648,1
7.19e+17,738,473,0,296,258,164,0,35,348,51,False,2714,10,243,True,False,0,777,1
3035152834.0,512,580,0,412,28,17,1,8,503,0,False,1522,10,802,True,False,0,140,1
7.95e+17,790,531,0,444,28,9,0,5,553,0,False,6,10,481,True,False,0,102,1
3327104705.0,598,597,0,678,28,9632,0,239,610,0,False,13936,10,701,False,False,0,847,1
8.41e+17,834,982,0,0,28,0,86,0,780,0,False,0,10,63,True,True,0,463,1
7.71e+17,31,2,0,0,369,6,109,0,37,0,False,2,1,313,True,True,0,1,1
187230074.0,91,746,196,142,88,1784,43,89,819,5,False,389,10,489,False,False,0,344,1
3227013130.0,551,222,239,884,132,79,0,3,349,5,False,4007,10,126,False,False,0,315,1
7.43e+17,755,132,287,424,28,96,29,10,1020,0,False,195,10,866,True,False,0,490,1
2887281063.0,437,700,277,585,84,600,818,40,558,651,False,1787,10,400,False,False,0,622,1
2364212785.0,205,589,0,221,28,52,2,5,274,0,False,702,11,55,True,False,0,684,1
2361303974.0,200,881,0,551,28,184,0,8,269,0,False,1125,10,48,True,False,0,956,1
390583023.0,640,528,361,643,322,945,2027,3,566,2847,False,13935,10,522,False,False,0,255,1
2824664324.0,404,929,414,802,313,67,0,17,824,0,False,886,10,886,True,False,0,980,1
7.99e+17,794,729,0,832,28,1,29,0,1039,48,False,72,10,374,True,False,0,329,1
2497712840.0,254,394,0,0,353,338,471,5,551,35,False,260,10,442,False,False,1,978,1
195370058.0,111,766,0,645,28,2925,3,139,454,0,False,708,10,244,True,False,0,398,1
4706049494.0,669,940,0,0,225,10,0,2,114,0,False,10370,11,226,False,False,0,987,1
1098813444.0,54,806,0,0,28,47,197,0,242,62,False,1,10,119,True,False,0,458,1
224383150.0,159,836,0,0,28,54,1351,0,990,2,False,6,10,523,True,False,0,420,1
163803902.0,5,0,0,0,369,0,9,0,45,0,False,0,1,308,True,True,0,5,1
2823014245.0,401,616,0,871,98,209,16,20,733,0,False,21278,11,618,False,False,0,1048,1
356900531.0,629,988,0,604,28,335,3,22,424,2,False,4934,19,31,False,False,0,1004,1
4849785894.0,694,390,214,120,28,1,369,0,255,28,False,36,10,285,True,False,0,668,1
2384073290.0,219,552,39,99,28,62,0,19,305,0,False,4106,10,61,True,True,0,123,1
2147957118.0,120,885,0,244,175,155,0,34,640,0,False,14702,10,680,True,False,0,577,1
2488961221.0,251,151,0,328,28,125,1,30,704,0,False,3201,10,569,True,False,0,202,1
3352995195.0,609,941,300,441,28,499,53,51,1006,75,False,2592,10,587,True,False,0,392,1
2367592460.0,210,125,145,299,28,2,1,1,697,0,False,1360,10,659,True,False,0,155,1
2598993007.0,308,930,0,0,28,70,5,8,1007,2,False,4310,10,733,True,False,0,659,1
2420779892.0,232,926,0,0,168,305,4,13,326,0,False,112538,10,37,True,True,0,976,1
7.45e+17,756,558,0,0,28,956,0,34,379,0,False,434,10,46,True,False,0,832,1
7.37e+17,749,923,0,0,28,543,3911,0,624,141,False,0,10,308,True,False,0,973,1
2419923152.0,231,515,0,672,28,37,0,8,618,0,False,0,10,308,True,False,0,79,1
8.34e+17,829,969,0,78,362,13,164,1,291,0,False,5,10,88,True,False,0,201,1
4180417402.0,654,512,0,107,326,107,30,17,165,2,False,11151,11,242,False,False,0,62,1
87257462.0,840,323,237,564,54,34284,17397,889,191,0,False,191383,10,176,False,False,0,539,1
2154978907.0,123,490,272,600,155,273,37,42,568,0,False,10115,10,716,True,False,0,670,1
553782591.0,713,942,0,579,28,8,45,0,335,3,False,5,10,160,True,False,0,661,1
3538441102.0,626,775,401,800,28,3459,2282,11,460,3888,False,57256,18,193,False,False,1,427,1
7.82e+17,779,520,357,390,28,275,1,2,574,1,False,1961,10,427,False,False,0,64,1
41784439.0,652,76,0,0,28,1325,1797,64,359,0,False,18265,10,235,False,False,0,77,1
1213590199.0,59,689,0,697,28,1690,0,38,261,108,False,15530,10,83,True,False,0,889,1
8.41e+17,834,413,0,0,28,0,21,0,219,0,False,1,10,107,True,True,0,675,1
2436268172.0,242,174,0,656,272,71,0,14,831,0,False,1490,10,621,True,False,0,252,1
7.92e+17,787,936,88,200,28,2,501,0,140,102,False,130,10,308,True,False,0,985,1
42503545.0,656,75,363,727,47,4856,2162,85,361,0,False,1223,10,125,False,False,0,551,1
1917328862.0,100,406,435,301,28,354,1,47,826,0,False,29635,10,809,True,False,0,655,1
8.41e+17,834,600,0,0,28,0,39,0,794,0,False,0,10,63,True,False,0,159,1
1956227743.0,112,139,0,355,328,455,480,23,123,42,False,6320,10,3,True,False,0,182,1
4845168475.0,689,388,247,348,28,1,341,0,246,44,False,36,10,288,True,False,0,634,1
8.12e+17,809,543,102,506,28,0,243,0,207,13,False,18,10,308,True,False,0,825,1
3033319478.0,510,721,0,553,113,128,1814,0,510,7,False,18,10,529,True,True,0,597,1
7.56e+17,762,601,0,0,28,3,39,0,294,0,False,3,10,86,True,True,0,161,1
7.51e+17,760,1028,436,304,28,151,1437,0,1010,1,False,5,10,543,True,False,0,892,1
1884655238.0,92,645,319,673,34,137,0,24,903,0,False,86797,10,709,False,False,0,216,1
3245226532.0,563,337,101,395,307,2108,3,60,352,8,False,49270,11,470,False,False,0,795,1
1696989883.0,80,488,0,0,143,153,0,15,654,0,False,2072,10,841,True,False,0,800,1
8.32e+17,827,521,0,0,28,0,27,0,999,86,False,127,10,381,True,False,0,87,1
2616681584.0,321,327,0,796,28,41,1,11,526,0,False,673,10,607,True,False,0,525,1
2959273881.0,487,550,0,602,28,460,65,26,104,14,False,9058,10,64,True,False,0,124,1
7.08e+17,732,538,0,809,28,1569,4882,0,540,95,False,112,10,539,True,False,0,49,1
1705052335.0,81,449,336,206,28,7852,1,400,912,8,False,27610,10,574,True,False,0,736,1
2801421163.0,382,945,0,567,28,50,0,0,440,0,False,926,10,74,True,True,0,664,1
3424772890.0,620,130,241,341,28,74,7,27,650,1,False,80949,10,619,True,False,0,168,1
3012013796.0,504,790,316,46,136,2108,1,76,665,2,False,5619,10,874,False,False,0,1027,1
8.25e+17,820,542,118,536,28,0,266,0,92,22,False,35,10,308,True,False,0,824,1
559675462.0,715,212,0,447,227,1474799,1,6818,338,1793,False,20990,10,161,False,False,0,302,1
2709947906.0,342,1006,0,0,28,396,0,17,905,0,False,3608,10,711,True,False,0,1012,1
3066047482.0,525,960,48,692,158,166,25,18,319,0,False,3622,12,70,False,False,0,994,1
2842044927.0,412,857,0,817,346,5388,0,178,895,0,False,31751,10,882,False,False,0,906,1
2646440287.0,325,897,0,165,28,8,1,7,605,0,False,258,11,613,False,False,0,965,1
2980456333.0,492,738,0,0,28,8063,1,13,931,42,False,119,10,449,True,False,0,500,1
2651152393.0,329,529,0,798,28,148,0,22,1015,0,False,1723,11,616,False,False,0,819,1
436266454.0,20,37,0,37,369,7154703,240,4240,42,640,True,5995,1,346,False,False,0,38,1
7.93e+17,788,796,312,411,28,9,484,0,143,87,False,109,10,308,True,False,0,929,1
2245577389.0,161,110,360,178,28,47,1,9,658,0,False,2610,11,554,True,False,0,505,1
8.05e+17,804,143,98,872,28,3,38,0,234,3,False,5,10,145,True,True,1,185,1
2206028467.0,141,478,0,666,28,13,5,4,889,0,False,10693,10,880,False,False,0,781,1
2425231.0,234,177,371,419,342,1655947,0,5482,321,124,False,480858,10,128,False,False,0,257,1
2704554914.0,340,908,0,90,165,2149,1,198,739,0,False,3741,10,889,True,False,0,618,1
8.25e+17,820,519,160,456,28,1,261,0,90,24,False,21,10,308,True,False,0,85,1
277094568.0,357,793,0,847,28,646,1221,38,347,25654,False,26729,10,308,False,False,1,804,1
3045203078.0,519,611,0,400,28,18672,0,252,513,0,False,18270,10,837,False,False,0,854,1
7.95e+17,790,947,74,485,28,16,1,11,801,0,False,1237,10,412,True,False,0,990,1
2954123037.0,466,262,380,434,28,14,1978,0,60,289,False,426,10,308,False,False,0,381,1
7.71e+17,32,1,0,3,369,4,102,0,35,2,False,0,1,308,True,False,1,40,1
4092326421.0,650,823,0,110,326,280,48,30,161,3,False,4722,11,403,False,False,0,483,1
3021641217.0,506,103,0,698,28,147,0,22,288,0,False,1388,10,16,True,False,0,122,1
2612605603.0,318,713,29,204,41,20,0,10,939,0,False,5131,10,867,False,False,0,900,1
8.19e+17,40,35,24,28,25,918,0,13,39,2,False,92849,1,339,True,False,0,36,1
998166463.0,846,266,393,0,28,12,64,0,236,0,False,7,18,157,True,False,0,922,1
2789337546.0,363,122,0,157,107,1381,0,45,470,0,False,1292,10,80,True,False,0,152,1
111660165.0,55,405,0,0,28,4948,296,15,501,17,False,41190,10,434,False,False,0,165,1
2954483033.0,473,952,323,508,28,27,2257,2,66,288,False,323,10,308,False,False,0,238,1
8.41e+17,834,914,0,0,28,0,30,0,790,0,False,0,10,63,True,True,0,628,1
8.41e+17,834,647,0,0,28,0,18,0,791,0,False,0,10,63,True,True,0,256,1
8.33e+17,828,447,0,169,28,0,44,0,505,73,False,106,10,383,True,False,0,555,1
7.82e+17,779,365,0,365,28,2,51,0,810,75,False,125,10,366,True,False,0,484,1
3227854754.0,553,863,353,464,28,213,213,18,1029,0,False,5988,11,608,False,False,0,545,1
8.29e+17,824,187,0,747,286,189,366,0,997,1,False,36,10,546,True,False,0,254,1
3262004991.0,570,308,0,0,28,166,1,24,357,0,False,17017,10,27,False,False,0,452,1
2986319204.0,495,966,0,690,28,136,1,21,671,5,False,34446,10,703,False,False,0,200,1
3304794002.0,588,461,0,530,146,100,1,19,434,257,False,6605,10,257,True,False,0,753,1
208881789.0,116,452,375,0,28,98,274,7,299,1,False,37,10,122,False,False,0,473,1
2415155167.0,229,737,406,250,180,90,1,20,547,4,False,6703,10,577,True,False,0,347,1
2579601960.0,297,96,309,734,28,7,0,8,689,0,False,5669,10,564,False,False,0,110,1
3121911275.0,534,699,325,254,58,292,1,26,546,0,False,1958,10,682,False,False,0,704,1
2802867446.0,385,884,403,797,123,4198,3,313,899,15,False,158639,10,464,True,False,0,576,1
2209425018.0,144,441,333,586,127,60,0,19,561,0,False,1476,10,763,True,False,0,722,1
8.41e+17,834,273,0,0,28,1,74,0,225,0,False,1,10,111,True,True,0,405,1
2148047569.0,121,527,0,572,76,4355,2,194,974,3,False,26381,10,663,False,False,0,98,1
2870071360.0,427,578,0,228,204,74,0,121,626,0,False,4415,10,792,True,False,0,135,1
8.23e+17,818,487,378,724,28,3,270,0,83,19,False,22,10,308,True,False,0,799,1
7.81e+17,778,1048,265,149,28,3,631,0,457,115,False,177,10,308,True,False,0,1032,1
2796267913.0,374,644,375,0,70,9,93,0,475,0,False,8,10,181,True,False,0,714,1
541429153.0,710,163,162,364,66,263,13,16,325,0,False,452,10,239,False,False,0,233,1
7.94e+17,789,489,187,326,242,8,0,4,1033,0,False,528,10,414,True,False,0,186,1
7.45e+17,756,954,0,810,28,30,564,0,948,5,False,22,20,545,True,False,1,813,1
3226543356.0,550,743,419,772,119,5528,117,197,622,71,False,5201,10,609,False,False,0,912,1
7.93e+17,788,761,107,198,28,1,495,0,142,87,False,97,10,308,True,False,0,925,1
2680283464.0,339,657,0,879,28,274,2,14,766,21,False,15340,10,804,True,False,0,871,1
2367499014.0,209,140,122,722,141,1640,26,20,696,14,False,19151,10,567,False,False,0,198,1
2540754536.0,272,892,0,654,28,689,4,35,608,1,False,46115,10,847,False,False,0,962,1
8.19e+17,41,19,17,26,12,647,0,7,33,3,False,75704,1,334,True,False,0,21,1
2282369803.0,175,402,290,160,219,1870,4,102,1005,3,False,16468,10,693,True,False,0,647,1
8.03e+17,802,951,377,276,28,2,316,0,186,22,False,31,10,308,True,False,0,991,1
2588364937.0,303,483,149,59,117,3523,2726,142,1021,32,False,18407,10,820,False,False,0,782,1
7.99e+17,794,229,0,132,28,0,10,0,1040,56,False,79,10,369,True,False,0,439,1
8.03e+17,802,1040,324,635,28,2,362,0,189,34,False,39,10,308,True,False,0,797,1
2902044872.0,447,370,77,688,28,33,13,10,168,0,False,1136,10,57,True,True,0,603,1
393818147.0,641,843,0,0,28,7,30,0,131,0,False,2,10,179,True,False,0,918,1
3250687101.0,567,289,69,298,112,570,0,40,1027,1,False,5096,10,651,False,False,0,432,1
7.95e+17,790,967,375,138,363,993,4992,20,199,8,False,108,10,177,False,False,1,806,1
2214694938.0,146,582,0,96,40,3153,103,6295,173,0,False,288368,10,478,True,False,0,142,1
7.82e+17,779,722,0,0,257,209,578,0,459,29,False,130,12,225,True,False,0,905,1
2161132099.0,127,377,0,449,28,15659,0,380,641,0,False,849518,10,780,True,False,0,612,1
2956332441.0,486,126,311,633,28,17,1926,1,76,279,False,369,10,308,False,False,0,156,1
8.11e+17,808,867,204,653,331,99,563,1,290,1,False,46,10,93,True,False,0,364,1
2823681952.0,402,910,0,548,98,34,1,8,726,0,False,41492,10,845,False,False,0,970,1
8.41e+17,834,783,0,0,28,0,37,0,782,0,False,0,10,63,True,True,0,396,1
8.32e+17,827,491,137,370,207,492,14,27,922,1,False,107,10,865,False,False,0,803,1
2737823912.0,348,695,0,0,28,69,1513,0,651,0,False,1,10,308,True,False,0,891,1
7.94e+17,789,933,0,677,28,6,0,6,1034,0,False,1066,10,411,True,False,0,55,1
3131670665.0,536,408,159,399,169,43536,1,131,485,1,False,104405,10,507,False,False,0,712,1
15146415.0,71,1049,219,112,330,712,623,38,375,1423,False,38905,10,212,False,False,0,446,1
3183086418.0,542,448,0,0,28,153,0,7,701,0,False,144271,10,450,True,True,0,732,1
34961758.0,624,901,0,381,28,119,0,11,341,0,False,1761,10,238,True,False,0,610,1
7.96e+17,791,588,0,781,28,9,1,9,965,0,False,2983,10,666,False,False,0,137,1
8.41e+17,834,256,0,431,239,41,8,0,312,0,False,2,10,173,True,False,0,367,1
2434727756.0,241,864,0,865,126,213,0,23,982,0,False,5685,10,902,True,False,0,947,1
241202626.0,227,939,0,715,28,463,14,28,80,4,False,2754,10,81,True,False,0,538,1
8.41e+17,834,67,0,0,28,17,215,0,227,0,False,1,10,104,True,False,0,228,1
8.1e+17,37,25,0,0,369,90,22,0,1,0,False,29724,0,337,True,False,0,27,1
2236870705.0,156,341,194,150,28,93,95,15,585,0,False,23391,10,790,False,False,0,548,1
2955137072.0,480,306,153,474,28,20,1867,0,55,286,False,397,10,308,False,False,0,492,1
2293904707.0,177,887,362,660,315,153,2,9,857,3,False,391,10,439,True,False,0,100,1
1945438417.0,108,902,0,75,171,119,1,21,635,0,False,18719,10,835,False,False,0,609,1
2954717074.0,475,387,276,603,28,27,1928,0,49,314,False,355,10,308,False,False,0,632,1
8.41e+17,47,32,0,0,369,0,25,0,25,0,False,0,1,308,True,True,0,32,1
2799462085.0,379,60,0,384,28,12,0,4,481,0,False,251,10,54,True,True,0,65,1
3124663659.0,535,355,188,466,337,978,2104,3,298,3,False,114,10,90,False,False,1,563,1
7.79e+17,776,1016,0,829,303,575,0,43,571,6,False,4204,10,862,False,False,1,808,1
8.33e+17,828,565,0,859,28,1,69,0,506,0,False,11,10,391,True,False,0,132,1
7.32e+17,745,772,0,0,28,0,67,0,661,0,False,0,10,63,True,True,0,162,1
2563900087.0,284,442,0,0,28,1514,4218,2,371,523,False,522,10,195,True,False,0,723,1
2792755474.0,370,445,0,766,51,55,2,4,642,0,False,759,10,593,True,False,0,915,1
984234187.0,48,22,8,11,1,41056,304,39,22,1009,False,63307,1,322,False,False,1,39,1
2569181545.0,290,672,416,769,98,2097,4,62,771,0,False,47707,11,888,False,False,0,878,1
2792438832.0,13,34,0,7,26,2399,4936,147,9,319,False,5581,1,344,False,False,0,35,1
3325527710.0,595,979,0,79,283,27728,65,589,428,452,False,16231,10,171,False,False,0,719,1
2849780190.0,414,55,190,519,37,42,0,3,122,1,False,964,10,301,True,False,0,57,1
2467156063.0,246,579,0,279,251,110,111,14,578,0,False,3609,10,594,False,False,0,625,1
2900906989.0,445,362,0,404,28,4294,7,41,719,134,False,72621,10,551,False,False,0,579,1
8.22e+17,817,922,119,497,28,0,264,0,79,11,False,20,10,308,True,False,0,974,1
2165326447.0,129,978,0,159,38,340,0,51,1051,0,False,188270,10,704,True,False,0,999,1
1948657260.0,110,179,410,571,28,1902,3,447,157,11,False,95201,10,476,True,False,0,48,1
3275228352.0,574,86,67,374,203,493,7,28,402,0,False,2964,10,455,False,False,1,103,1
2163455832.0,128,361,0,117,156,39,0,14,975,0,False,208,10,630,False,False,0,430,1
2896679574.0,443,367,0,576,28,190,657,31,163,39,False,594,10,2,False,False,0,587,1
3303517698.0,586,469,51,396,159,557,3,6,418,11,False,440,10,144,False,False,0,770,1
2321294706.0,185,250,342,311,56,1651,1,52,523,0,False,1599,10,490,True,False,0,537,1
2597874625.0,307,551,0,0,28,202,8,23,396,0,False,2978,10,21,False,False,0,125,1
2202066812.0,137,56,0,283,28,986,1,87,632,15734,False,30417,10,572,True,False,0,53,1
3347704264.0,16,8,7,21,21,957,2826,39,18,3255,False,4413,1,327,False,False,0,6,1
8.03e+17,802,221,169,201,28,3,343,0,183,37,False,41,10,308,True,False,0,313,1
8.33e+17,828,858,0,430,28,0,148,0,755,7,False,17,10,392,True,False,0,542,1
7.64e+17,768,996,0,807,28,372,4815,0,491,15,False,2,10,541,True,False,0,272,1
82237859.0,835,736,150,314,95,7503,0,122,124,1,False,108527,10,272,True,False,0,353,1
2647139192.0,326,1014,412,855,188,10407,11555,256,941,0,False,25783,10,884,False,False,0,907,1
2553357577.0,281,664,0,636,98,1511,138,101,685,0,False,30161,11,894,False,False,0,880,1
3190153903.0,545,1039,0,878,187,29,1,9,703,0,False,105,10,631,True,False,0,790,1
2553241008.0,279,564,29,320,28,253,0,37,683,0,False,40184,10,691,True,False,0,325,1
2219666779.0,150,236,409,111,53,1174,19,58,890,23,False,1145,10,690,True,False,0,343,1
267087485.0,337,730,302,751,243,6805,88,25,1022,0,False,3272,10,491,True,False,1,658,1
8.25e+17,820,694,125,210,28,1,280,0,88,19,False,16,10,308,True,False,0,271,1
2353711584.0,192,52,0,687,28,943,1,75,849,0,False,14074,10,881,True,False,0,270,1
2547139646.0,274,1010,425,877,28,79,0,21,865,0,False,40308,10,900,False,False,0,1014,1
3010688583.0,503,468,0,218,28,302,1,53,751,0,False,2953,10,714,False,False,0,765,1
7.54e+17,25,1055,21,4,23,10684,158,31,34,41,True,91,1,311,True,False,1,1047,1
2276705743.0,173,198,173,76,28,75,0,7,669,0,False,6414,10,904,True,False,0,284,1
3317314489.0,594,622,0,61,28,158,2410,0,581,0,False,1,10,531,True,True,0,890,1
2312069443.0,183,379,0,880,28,7,1,8,761,0,False,5856,10,559,False,False,0,614,1
4855031605.0,699,594,288,194,28,1,387,0,282,33,False,44,10,284,True,False,0,731,1
7.61e+17,766,792,0,638,226,101,1,19,836,0,False,1281,10,718,True,False,0,927,1
3274643844.0,573,728,0,148,348,133,271,0,401,39,False,18,10,213,False,False,0,674,1
7.62e+17,767,386,284,852,28,280,0,24,646,0,False,717,10,883,True,False,0,629,1
2781103332.0,360,49,341,246,140,299,1,21,655,0,False,3855,10,868,False,False,0,356,1
2544482664.0,273,670,0,0,218,3738,7,86,944,24,False,59713,10,842,True,False,0,883,1
7.94e+17,789,935,0,327,360,4,0,5,162,0,False,127,10,219,True,False,1,984,1
1292828988.0,64,522,0,0,28,1,41,0,295,154,False,1,10,101,True,True,0,88,1
2869994812.0,426,316,286,755,150,180,4,7,625,2,False,5265,10,652,False,False,0,514,1
2861842401.0,420,1022,0,208,28,280,0,28,1035,0,False,6413,10,827,True,False,0,1019,1
7.86e+17,782,1019,349,786,28,36,1,7,1048,0,False,3649,10,431,False,False,0,778,1
3105672877.0,532,869,229,532,33,632,0,42,952,0,False,2822,10,861,True,False,0,553,1
8.28e+17,823,409,0,686,28,1,30,0,664,98,False,106,10,367,True,False,0,667,1
