id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
2900522030,2900522030,blahfuture,,a little disappointed tbh,,57,0,18,Sat Nov 15 14:56:52 +0000 2014,0,FALSE,7833,en,"Sun Mar 12 04:12:04 +0000 2017|840777385813377000|840777385813377024|we were promised stability and predictability in the party, instead we got the the unedgyness from fellow classmates|false|||||badfuture|null|null|null|null|null|null|null|null|null|false|0|0|false|false|en",TRUE,FALSE,FALSE,blah future,TRUE
13497772,13497772,bobstaake,Cape Cod,I'm an illustrator and writer,http://t.co/OC3gtg90cb,5647,7,215,Fri Feb 15 00:52:50 +0000 2008,818,FALSE,3085,en,Mon Mar 13 17:35:45 +0000 2017,FALSE,FALSE,FALSE,bobstaake,FALSE
15445595,15445595,subinev,"Ridgewood, Queens",NYC /// @breakthruradio video+podcast producer // Brooklyn real estate roamer // @HelloMountSharp noisemaker // cat enthusiast,https://t.co/OqHGne256s,2217,1909,139,Tue Jul 15 20:31:56 +0000 2008,4324,FALSE,15595,en,Mon Mar 13 20:33:34 +0000 2017,FALSE,FALSE,TRUE,Bryan B,FALSE
3080565497,3080565497,CarmelynMalalis,,"Jersey-made joyous member of a rainbow family; drawn to sightings of unicorns, mermaids & compassion; Chair & Commissioner @NYCCHR. Views expressed are my own.",,696,133,34,Sun Mar 08 23:16:12 +0000 2015,541,FALSE,1696,en,Sat Mar 11 02:13:42 +0000 2017,TRUE,FALSE,FALSE,Carmelyn P. Malalis,FALSE
3327104705,3327104705,censusAmericans,,Tweeting the census one real american at a time. http://t.co/85PJrd9oMH,,9633,0,239,Mon Jun 15 14:44:07 +0000 2015,0,FALSE,13920,en,Sun Mar 12 04:00:01 +0000 2017|840774354145284100|840774354145284098|I got married in 1942. I was widowed. I went to college for less than a year. I have never served in the military.|false|||||censusAmericans|null|null|null|null|null|null|null|null|null|false|0|1|false|false|en,FALSE,FALSE,FALSE,censusAmericans,TRUE
164086964,164086964,clairecstern,"New York, NY",Associate Editor @InStyle. Aspiring foodie. I'm not a hugger.,https://t.co/XeDFlzx0BN,2330,459,66,Thu Jul 08 00:54:42 +0000 2010,2250,TRUE,9567,en,Mon Mar 13 15:16:28 +0000 2017,FALSE,FALSE,FALSE,Claire Stern,FALSE
2612261960,2612261960,congressedits,,I’m a bot that tweets anonymous Wikipedia edits that are made from IP addresses in the US Congress. You can find the code at https://t.co/za1ETfrhJk,https://t.co/9VX5jhxveA,38185,68,775,Tue Jul 08 20:12:42 +0000 2014,60,FALSE,1393,en,Sat Mar 11 00:00:42 +0000 2017|840351738834100200|840351738834100228|PSA: @bankedits is a new @congressedits style Twitter bot that tracks anonymous edits to Wikipedia from large banking institutions.|false|||bankedits|bank-edits|836897939461144600|836897939461144577|5|15|congressedits|congress-edits|2612261960|2612261960|25|39||Tweetbot for Mac|null|null|null|null|null|null|null|null|null|false|36|42|false|false|en,FALSE,FALSE,FALSE,congress-edits,TRUE
2612261960,2612261960,congressedits,,I’m a bot that tweets anonymous Wikipedia edits that are made from IP addresses in the US Congress. You can find the code at https://t.co/za1ETfrhJk,https://t.co/9VX5jhxveA,38186,68,775,Tue Jul 08 20:12:42 +0000 2014,60,FALSE,1393,en,Sat Mar 11 00:00:42 +0000 2017|840351738834100200|840351738834100228|PSA: @bankedits is a new @congressedits style Twitter bot that tracks anonymous edits to Wikipedia from large banking institutions.|false|||bankedits|bank-edits|836897939461144600|836897939461144577|5|15|congressedits|congress-edits|2612261960|2612261960|25|39||Tweetbot for Mac|null|null|null|null|null|null|null|null|null|false|36|42|false|false|en,FALSE,FALSE,FALSE,congress-edits,TRUE
1249693405,1249693405,DearAssistant,Twitter Bot,"I am a Twitter bot and I'll try to answer your questions just like Siri, Google Now or Cortana. 
If I misbehave, please blame @labnol",http://t.co/8P3zxTfCWF,4700,5,142,Thu Mar 07 17:56:44 +0000 2013,11,FALSE,5317,en,"Mon Jun 20 02:56:26 +0000 2016|744725566906056700|744725566906056705|@leoncsm serving size 1 apple (182 g)
total calories 91 | fat calories 2
% daily value^* | 
 total fat 273 mg | 0%
 saturated fat|false|||leoncsm|León|242109258|242109258|0|8||Dear Assistant|744724549183279100|744724549183279105|242109258|242109258|leoncsm|null|null|null|null|false|2|0|false|false|en",FALSE,FALSE,FALSE,Dear Assistant,TRUE
3004664055,3004664055,deepquestionbot,,"Not satisfied by mere facts, this bot asks deep, difficult and sometimes trivial questions. Based on information contained in ConceptNet. By @aparrish.",http://t.co/NvexPAFVSc,705,0,83,Fri Jan 30 01:15:01 +0000 2015,0,FALSE,4626,en,Sun Mar 12 02:33:00 +0000 2017|840752457181495300|840752457181495296|Why is a cat found near a story?|false|||||Deep Questions Bot|null|null|null|null|null|null|null|null|null|false|0|0|false|false|en,TRUE,FALSE,FALSE,Deep Question Bot,TRUE
7.05E+17,7.05E+17,DeepDrumpf,,I'm a Neural Network trained on Trump's transcripts. Priming text in [ ]s. Donate (https://t.co/o4pye5EEuc) to interact! Created by @hayesbh.,https://t.co/cxmKvO8skk,29395,7,307,Wed Mar 02 19:32:49 +0000 2016,19,FALSE,283,en,"Sun Feb 19 20:26:28 +0000 2017|833412455766310900|833412455766310912|Media hurting and left behind, I say: it looked like a million people.It's imploding as we sit with my steak.#swedenincident @DavidYankovich|false|swedenincident|109|124||DavidYankovich|David Yankovich|3167508269|3167508269|125|140||Twitter Web Client|833410628647792600|833410628647792641|3167508269|3167508269|DavidYankovich|null|null|null|null|false|19|39|false|false|en",TRUE,FALSE,TRUE,DeepDrumpf,TRUE
18207451,18207451,delia_p,"New York, NY","one teen standing on another teen's shoulders, pretending to be a grown-up | senior entertainment editor @nowthisnews | once @nymag @nypost @foodnetwork",https://t.co/ZuKFne2TdL,3483,1742,154,Thu Dec 18 03:12:43 +0000 2008,24195,TRUE,42170,en,Mon Mar 13 19:08:34 +0000 2017,FALSE,FALSE,FALSE,DELIA PAUNESCU,FALSE
30721406,30721406,dianascholl,"brooklyn, ny","Voice of the @ACLU on social media. Sharing stories of LGBTQ youth @WeRtheyouth. Yes, I'm the one who tweeted that thing about Trump. Views are my own.",,1917,1352,55,Sun Apr 12 21:05:39 +0000 2009,4662,FALSE,3785,en,Sun Mar 12 21:05:33 +0000 2017,TRUE,FALSE,TRUE,Diana Scholl,FALSE
3227021524,3227021524,dronesweetie,anywhere,"It’s a bird, it’s a plane...it's images of drones, as described by a computer. Powered by http://t.co/BYXD0BoDU6 & Rebecca Lieberman aka @the_log_lady",http://t.co/eKEVEqhsmx,576,31,60,Fri May 01 21:07:31 +0000 2015,8,FALSE,2370,en,Fri Jul 08 04:14:27 +0000 2016|751268183902871600|751268183902871553|a close up of a person holding a cell phone|false|||||Somewhere Between Perplexity<|null|null|null|null|null|null|null|null|null|false|4|6|false|false|en,TRUE,FALSE,FALSE,dronesweetie,TRUE
85647547,85647547,amandalcormier,"New York, NY","Managing Editor, https://t.co/79xml0B0zf. craven woman working on the Web—I'm only here for the hits. My tweets are generally irrelevant.",https://t.co/79xml0B0zf,1886,1354,57,Tue Oct 27 19:56:40 +0000 2009,6791,FALSE,14984,en,Mon Mar 13 21:17:50 +0000 2017,FALSE,FALSE,FALSE,🔮 Amanda Cormier,FALSE
20097201,20097201,eorden,New York,I cover white-collar crime for The Wall Street Journal. Previously on politics. I'm good at weaseling my way to the front of a gaggle. erica.orden@wsj.com,,12307,887,461,Wed Feb 04 21:39:59 +0000 2009,4709,TRUE,19696,en,Mon Mar 13 21:40:39 +0000 2017,TRUE,FALSE,FALSE,erica orden,FALSE
24732073,24732073,ErinFitzgerald,Your Heart,"I Act in Cartoons & Vidya Games! Ed, Edd 'n Eddy anyone? FH, HZD, WoW, LoL, P4, HDN, FFXIII XIV & XV, FEA, FEH. addicted 2 OW #HU #LA #WroteAnEbookOnVoiceActing",https://t.co/2ofBsAb6M3,25421,789,207,Mon Mar 16 17:37:35 +0000 2009,29189,TRUE,27116,en,Mon Mar 13 16:56:51 +0000 2017,FALSE,FALSE,TRUE,ErinRogue Fitzgerald,FALSE
2808102335,2808102335,eventuallybot,,"Narrative, n. an account of connected events. This bot generates short narrative films in GIF format, sourced from shreds of random YouTube clips. By @aparrish.",http://t.co/mbFFg7BgIz,280,0,40,Sun Oct 05 15:09:22 +0000 2014,0,FALSE,1224,en,Thu Jun 25 22:56:29 +0000 2015|614205550239318000|614205550239318017|The Enzyme http://t.co/xM0FGZ8X6e|false|||||614205549912137700|614205549912137728|11|33|http://pbs.twimg.com/tweet_video_thumb/CIYYsYWWIAA-l9H.png|https://pbs.twimg.com/tweet_video_thumb/CIYYsYWWIAA-l9H.png|http://t.co/xM0FGZ8X6e|pic.twitter.com/xM0FGZ8X6e|https://twitter.com/eventuallybot/status/614205550239318017/photo/1|photo|320|240|fit|320|240|fit|320|240|fit|150|150|crop|614205549912137700|614205549912137728|11|33|http://pbs.twimg.com/tweet_video_thumb/CIYYsYWWIAA-l9H.png|https://pbs.twimg.com/tweet_video_thumb/CIYYsYWWIAA-l9H.png|http://t.co/xM0FGZ8X6e|pic.twitter.com/xM0FGZ8X6e|https://twitter.com/eventuallybot/status/614205550239318017/photo/1|animated_gif|320|240|fit|320|240|fit|320|240|fit|150|150|crop|4|3|0|video/mp4|https://video.twimg.com/tweet_video/CIYYsYWWIAA-l9H.mp4|Eventually Bot|null|null|null|null|null|null|null|null|null|false|0|0|false|false|false|en,TRUE,FALSE,FALSE,Eventually Bot,TRUE
10729632,10729632,everyword,,Twittered every word in the English language. Task began in 2007 and completed in 2014. Buy the book! http://t.co/3OuWi3iCKy,http://t.co/SoydIu0NB0,71757,34,775,Fri Nov 30 04:51:23 +0000 2007,0,FALSE,109163,en,Sat Jun 07 13:30:02 +0000 2014|475268446276816900|475268446276816896|étui|false|||||every word|null|null|null|null|null|null|null|null|null|false|1175|1395|false|false|fr,TRUE,FALSE,FALSE,everyword,TRUE
2393292558,2393292558,factbot1,,Interesting facts which might surprise and amaze you. One new fact every 4 hours. archived at http://t.co/NC0HVa3fRn,http://t.co/R2Fiy14LOC,3372,0,89,Sun Mar 16 21:24:23 +0000 2014,0,FALSE,5611,en,Sun Mar 12 04:03:03 +0000 2017|840775116481056800|840775116481056769|#66662 https://t.co/Gz5XdmYbxB|false|||||840775113989607400|840775113989607424|7|30|http://pbs.twimg.com/media/C6sIgvVW0AAPbUO.jpg|https://pbs.twimg.com/media/C6sIgvVW0AAPbUO.jpg|https://t.co/Gz5XdmYbxB|pic.twitter.com/Gz5XdmYbxB|https://twitter.com/factbot1/status/840775116481056769/photo/1|photo|960|1176|fit|555|680|fit|150|150|crop|960|1176|fit|840775113989607400|840775113989607424|7|30|http://pbs.twimg.com/media/C6sIgvVW0AAPbUO.jpg|https://pbs.twimg.com/media/C6sIgvVW0AAPbUO.jpg|https://t.co/Gz5XdmYbxB|pic.twitter.com/Gz5XdmYbxB|https://twitter.com/factbot1/status/840775116481056769/photo/1|photo|960|1176|fit|555|680|fit|150|150|crop|960|1176|fit|factbot1|null|null|null|null|null|null|null|null|null|false|1|0|false|false|false|und,TRUE,FALSE,FALSE,factbot,TRUE
2782989518,2782989518,FISAbot,,Tweet to @FISAbot for expedited processing of FISA warrant requests via Twitter. Not officially affiliated with the US Foreign Intelligence Surveillance Court.,http://t.co/BwMOimqnhD,128,1,15,Sun Aug 31 21:59:15 +0000 2014,1,FALSE,5993,en,Fri Jun 12 13:21:54 +0000 2015|609349911721713700|609349911721713664|Thank you ██████ This account is now ████████ ███████████ ████████████ ████████████ For future ██████████ please contact @backspace|false|||backspace|John Emerson|19541930|19541930|121|131||Twitter Web Client|null|null|null|null|null|null|null|null|null|false|5|2|false|false|en,FALSE,FALSE,FALSE,FISA bot,TRUE
3434394268,3434394268,BestOfBotWorlds,"Mount Botmore, Botswana","I crashed for your sins and rebooted myself to be your savior. So now I, the BOThisattva, tweet to show you the path to enlightenment.
#bot #botALLY #botomatic",http://t.co/a6DcJyQpLk,103,4,99,Fri Aug 21 15:57:59 +0000 2015,636,FALSE,23387,en,"Sun Mar 12 04:29:36 +0000 2017|840781797600424000|840781797600423937|I came, I saw, I kicked them all in the ass with #MahatmaGandhi's yogic Kung Fu
(Suggested epitaph for #BenKingsley)|false|MahatmaGandhi|49|63|BenKingsley|103|115||||GuruBotics|null|null|null|null|null|null|null|null|null|false|0|0|false|false|en",TRUE,FALSE,FALSE,For Fun and Prophet,TRUE
2216213125,2216213125,greatartbot,,"Computer-generated art, updated four times a day. An @_ARP bot.",http://t.co/0OxXHSCzFk,4210,0,220,Tue Nov 26 19:00:04 +0000 2013,0,FALSE,4361,en,Sat Mar 11 23:00:09 +0000 2017|840698891301400600|840698891301400576|https://t.co/Ag02XhCkWW|false|||||840698888545689600|840698888545689600|0|23|http://pbs.twimg.com/media/C6rDL1bU4AAcu-j.jpg|https://pbs.twimg.com/media/C6rDL1bU4AAcu-j.jpg|https://t.co/Ag02XhCkWW|pic.twitter.com/Ag02XhCkWW|https://twitter.com/greatartbot/status/840698891301400576/photo/1|photo|680|680|fit|150|150|crop|1024|1024|fit|1024|1024|fit|840698888545689600|840698888545689600|0|23|http://pbs.twimg.com/media/C6rDL1bU4AAcu-j.jpg|https://pbs.twimg.com/media/C6rDL1bU4AAcu-j.jpg|https://t.co/Ag02XhCkWW|pic.twitter.com/Ag02XhCkWW|https://twitter.com/greatartbot/status/840698891301400576/photo/1|photo|680|680|fit|150|150|crop|1024|1024|fit|1024|1024|fit|Great Art Bot|null|null|null|null|null|null|null|null|null|false|5|9|false|false|false|und,FALSE,FALSE,FALSE,Great Artist,TRUE
33154963,33154963,Hannes_Swoboda,Wien,"B. Kreisky Forum for Intern. Dialogue, A Soul for Europe, International Institute for Peace, Ustinov Institut, WIIW, AZW, FH Campus, CDRSEE (Saloniki), ECFR.EU",https://t.co/Ff1IFfajcm,17783,224,564,Sun Apr 19 07:16:14 +0000 2009,77,FALSE,3784,de,Mon Mar 13 19:12:58 +0000 2017,FALSE,FALSE,FALSE,Hannes Swoboda,FALSE
838445766,838445766,HelenStills,,Champion weasel wrangler. Game of Thrones principal stills photographer @ HBO,,1946,659,28,Fri Sep 21 19:43:21 +0000 2012,957,FALSE,964,en,Sun Mar 12 23:08:43 +0000 2017,TRUE,FALSE,TRUE,Helen Sloan,FALSE
2842044927,2842044927,nice_tips_bot,,"hello, i am a robot that tweets little life tips // avi from The Wise Robot Will Answer Your Questions Now by @tomgauld // bot by @thricedotted",https://t.co/qGCGttmwIw,5386,0,178,Thu Oct 23 17:37:54 +0000 2014,0,FALSE,31751,en,"Sun Aug 14 18:52:20 +0000 2016|764897460720238600|764897460720238592|remember: be consistent in your exercise routine. to see results, you have to work out regularly. please|false|||||nice advice bot|null|null|null|null|null|null|null|null|null|false|17|36|false|false|en",FALSE,FALSE,FALSE,hi i have advice,TRUE
174958347,174958347,Horse_ebooks,,Horse ebooks,http://t.co/pVoIka58TM,176028,14920,1829,Thu Aug 05 07:18:32 +0000 2010,1,FALSE,18839,en,Tue Sep 24 14:01:27 +0000 2013|382505058962645000|382505058962644993|Bear Stearns Bravo|false|||||Twitter Web Client|null|null|null|null|null|null|null|null|null|false|1096|856|false|false|en,TRUE,FALSE,FALSE,Horse ebooks,TRUE
1581606528,1581606528,hotelbotai,,Hotel Booking Bot,https://t.co/MQZ8HldPMp,17510,0,62,Tue Jul 09 22:53:35 +0000 2013,0,FALSE,27782,en,"Thu Feb 09 13:36:39 +0000 2017|829685445474844700|829685445474844672|Hotel Booking Chatbot - Stay tunned, we're soon launching HotelBot.ai :)|false|||||Twitter Web Client|null|null|null|null|null|null|null|null|null|false|0|0|false|false|en",FALSE,FALSE,FALSE,Hotel Bot,TRUE
2647139192,2647139192,wikisext,sex place,"sexting bot. learned everything it knows from wikihow. tweets hourly. // idea: @rumnogg, implementation: @thricedotted",https://t.co/0cV8vQsQSV,10409,11556,256,Tue Jul 15 07:52:39 +0000 2014,0,FALSE,25783,en,Sat Aug 27 06:10:34 +0000 2016|769416796982026200|769416796982026240|sext: you make your game plan|false|||||wikisext|null|null|null|null|null|null|null|null|null|false|17|31|false|false|en,FALSE,FALSE,FALSE,how 2 sext,TRUE
2832578887,2832578887,420worldclock,with the kush,when is it not 420? never,,92,1,20,Fri Sep 26 04:51:28 +0000 2014,0,FALSE,18416,en,"Wed Aug 03 04:20:53 +0000 2016|760691888169123800|760691888169123840|flower power hour, Levin!|false|||||420worldclock|null|null|null|null|null|null|null|null|null|false|0|0|false|false|en",FALSE,FALSE,FALSE,it's always 4:20,TRUE
72021237,72021237,2lr,Under the radar,Partner @kimaventures || Board @zenlyapp | @srcd_ | @PayFit | @ibanfirst,https://t.co/AubzXjaCZM,7895,254,216,Sun Sep 06 12:02:55 +0000 2009,2532,TRUE,3137,en,Thu Mar 09 12:57:32 +0000 2017,FALSE,FALSE,TRUE,J. La Rochebrochard,FALSE
21729897,21729897,jadabird,"Brooklyn, NY","writer of things, mostly for New York Magazine / http://t.co/h3Ulh5oQm9 / http://t.co/reCk9EbLR7. IG: @alphajada",http://t.co/a1ahUwkjH0,6095,885,193,Tue Feb 24 04:40:48 +0000 2009,3664,TRUE,7421,en,Mon Mar 13 20:44:18 +0000 2017,FALSE,FALSE,FALSE,Jada Yuan,FALSE
1428732535,1428732535,JyShapiro,"London, UK",Director of Research @ECFR; Non-Resident Senior Fellow in Foreign Policy @BrookingsInst,https://t.co/uOUIvzRYWP,3543,647,119,Tue May 14 19:59:00 +0000 2013,318,FALSE,1463,en,Sun Mar 12 15:04:19 +0000 2017,TRUE,FALSE,FALSE,Jeremy Shapiro,FALSE
61474528,61474528,justinaireland,Pennsyltucky,"No one cares about your intent. Editor at FIYAH Lit. Writer of books. Now: Promise of Shadows. Later: Dread Nation, B+B (Harper), Never and The Now (Tor), 2018",https://t.co/ho0X6Wm4c9,11406,222,404,Thu Jul 30 12:30:10 +0000 2009,99170,TRUE,292,en,Mon Mar 13 20:35:40 +0000 2017,FALSE,FALSE,TRUE,Justina Ireland,FALSE
48186048,48186048,kimmiexj,Toronto ,"I love Football, Big Men, Big Guy Touchdowns & Jesus, but I cuss a little. Numbers 6:24-26.",https://t.co/HWGtr7ynD8,6638,730,141,Thu Jun 18 00:54:48 +0000 2009,758,TRUE,8769,en,Wed Mar 08 15:12:28 +0000 2017,FALSE,FALSE,TRUE,K,FALSE
26841902,26841902,KCubes,,"Managing Editor at @teen; YA book-obsessed. Basically, I refuse to grow up. 📷: @kcubes63",https://t.co/2QXKpmk8Nn,1702,448,61,Thu Mar 26 20:29:23 +0000 2009,340,FALSE,8584,en,Mon Mar 13 12:43:39 +0000 2017,FALSE,FALSE,FALSE,Kaitlin Cubria,FALSE
363092629,363092629,KatieODonnellFh,"College Park, MD","Maryland field hockey assistant coach! 2016 & 2012 Olympian, #16 USA field hockey, STX athlete. Co-owner of k16 field hockey and Vintage Blue Photography",http://www.katieodonnellfh.com,6111,642,147,Sat Aug 27 14:28:21 +0000 2011,956,TRUE,1307,en,Wed Mar 08 13:47:13 +0000 2017,FALSE,FALSE,FALSE,Katie Bam (ODonnell),FALSE
44996925,44996925,KSTiLLS,,,https://t.co/AVEmZZrrt2,111228,473,754,Fri Jun 05 21:09:29 +0000 2009,1101,TRUE,38700,en,Mon Mar 13 17:14:41 +0000 2017,FALSE,FALSE,TRUE,Kenny Stills,FALSE
2200259305,2200259305,KingLemmingCoFH,,Co-Creator and Developer of Thermal Expansion!,,10163,71,115,Sun Nov 17 21:51:14 +0000 2013,10,FALSE,472,en,Sun Mar 12 14:55:03 +0000 2017,TRUE,FALSE,FALSE,King Lemming,FALSE
1564331941,1564331941,kookyscrit,,"Helping people with kooky spellings, one tweet at a time. You should totally follow me!",,25,2,1,Tue Jul 02 23:04:54 +0000 2013,1,FALSE,2061,en,Wed Jan 29 04:45:31 +0000 2014|428388415303086100|428388415303086080|@Nessssa_xoxoxo I before E except after C: weird|false|||Nessssa_xoxoxo|x_v_xiii |1453059512|1453059512|0|15||Kookyscrit|428388296528367600|428388296528367617|1453059512|1453059512|Nessssa_xoxoxo|null|null|null|null|false|0|0|false|false|en,TRUE,FALSE,FALSE,KookyScrit,TRUE
21952661,21952661,liam_f_walsh,Brooklyn,"I'm a New Yorker cartoonist, writer, and illustrator. http://t.co/rGuqLpn8f6",http://t.co/rGuqLpn8f6,1820,1017,61,Thu Feb 26 01:33:52 +0000 2009,1282,FALSE,2300,en,Thu Mar 02 15:40:17 +0000 2017,FALSE,FALSE,FALSE,Liam Francis Walsh,FALSE
1327359720,1327359720,lisaabramowicz1,New York,"All things fixed income. Opinions mine. @Bfly @BloombergRadio https://t.co/Ie2FmBBMaC
https://t.co/NClhFfTng7",https://t.co/sWb71ALtaq,16471,1087,553,Thu Apr 04 17:03:07 +0000 2013,3869,TRUE,9419,en,Mon Mar 13 19:43:56 +0000 2017,TRUE,FALSE,FALSE,Lisa Abramowicz,FALSE
97371315,97371315,LoganDobson,"Washington, DC","I'm my friends' conservative friend. 

Director of Data & Analytics, @NRSC. Ex- @TargetedVictory, @SenCoryGardner, Tarrance Group. #GWU grad. ldobson@nrsc.org",https://t.co/nl7PiiyWcf,6781,1186,310,Thu Dec 17 05:18:06 +0000 2009,9449,FALSE,11490,en,Mon Mar 13 17:47:26 +0000 2017,FALSE,FALSE,TRUE,Logan Dobson,FALSE
1101341,1101341,LR,"iPhone: 43.920559,12.909098",Associate Professor at the IT University of Copenhagen,http://t.co/eUyVW7sR8y,1697,840,137,Tue Mar 13 17:13:59 +0000 2007,610,FALSE,9253,en,Fri Mar 10 13:57:12 +0000 2017,FALSE,FALSE,FALSE,Luca Rossi,FALSE
358566293,358566293,mkonnikova,"New York, NY",Contributing writer @newyorker. Author of The Confidence Game (Viking 2016; order: https://t.co/rGrIA9U5vQ). Mastermind (Viking 2013). https://t.co/VbvBYZidnl,http://t.co/55JYnTempA,26110,216,1085,Sat Aug 20 03:51:13 +0000 2011,8170,TRUE,15730,en,Sun Mar 12 17:26:50 +0000 2017,TRUE,FALSE,FALSE,Maria Konnikova,FALSE
7998822,7998822,m,"Norheim, Germany","Sorry if I don't reply to @mentions - they are 99.9% incorrect and I've basically stopped checking them. 
PS: Not interested in selling @m or @md - sorry!",https://t.co/1jzEOZkQqc,63821,1856,1005,Mon Aug 06 18:15:01 +0000 2007,6401,FALSE,3709,en,Sun Mar 12 13:00:45 +0000 2017,FALSE,FALSE,TRUE,Mark Douglass,FALSE
453490908,453490908,MaxRivlinNadler,"Queens, NY",Freelance Reporter // Contributor @villagevoice // Co-Founder @FullStopMag / Email me at maxrivlinnadler@gmail.com,,2245,1523,83,Tue Jan 03 00:05:54 +0000 2012,6361,FALSE,5336,en,Mon Mar 13 21:23:16 +0000 2017,TRUE,FALSE,FALSE,Max RN,FALSE
2784743756,2784743756,relations_js,,updates every few hours // made by @katierosepipkin,,99,0,24,Mon Sep 01 21:46:54 +0000 2014,0,FALSE,75,en,Wed Dec 31 05:48:39 +0000 2014|550166625513914400|550166625513914368|me: a mountaintop attainment. you: a neurologic conservator.|false|||||tweetsugh|null|null|null|null|null|null|null|null|null|false|1|2|false|false|en,FALSE,FALSE,FALSE,me + you,TRUE
