Id,Bot
391560579,0.0
769629000000000000,0.0
2756371298,0.0
58924265,1.0
542808418,1.0
101311381,0.0
189665290,0.0
92717138,0.0
113419517,0.0
169058185,0.0
3433228216,1.0
764000000000000000,1.0
2857426909,0.0
801419000000000000,0.0
180505807,0.0
843462523,0.0
811000000000000000,0.0
14587132,0.0
3229338322,0.0
18524364,0.0
1183779272,0.0
389576735,0.0
2830252572,0.0
200179075,0.0
15485441,0.0
4728875516,0.0
226956469,0.0
85603854,0.0
47177496,0.0
3496516336,1.0
153130536,0.0
221097446,0.0
261025036,0.0
26565946,0.0
1627734804,0.0
219718241,0.0
20744091,0.0
27260086,0.0
60865434,0.0
2935804025,0.0
2555802726,0.0
169686021,0.0
2716014782,0.0
765576000000000000,1.0
459660480,0.0
767000000000000000,0.0
21447363,0.0
701329000000000000,0.0
721526000000000000,1.0
632775923,0.0
2574905460,0.0
157140968,0.0
102424662,0.0
3020652335,0.0
23151437,0.0
2925761350,0.0
32959253,0.0
25365536,0.0
850755931,0.0
23083404,0.0
836270000000000000,0.0
3020873886,0.0
23617610,0.0
401269376,0.0
236699098,0.0
14230524,0.0
333055559,0.0
123343918,0.0
133880286,0.0
96904590,0.0
768981000000000000,0.0
769248000000000000,1.0
158314798,0.0
3153783803,0.0
116362700,0.0
122555708,0.0
470792609,0.0
498549828,0.0
84279963,0.0
2713738866,0.0
522264595,0.0
82375729,0.0
57113624,0.0
845343720,0.0
2774502312,1.0
800721000000000000,1.0
828977000000000000,0.0
2572483813,0.0
3229574074,0.0
739491000000000000,0.0
19248106,0.0
2567072732,0.0
90748957,0.0
3229405733,0.0
19670467,0.0
416030450,0.0
3245582815,1.0
449436847,0.0
758469000000000000,0.0
159966364,0.0
382972481,0.0
27106837,0.0
860795611,0.0
106010958,0.0
244743317,0.0
168477019,0.0
1403581621,0.0
268414482,0.0
2381315456,1.0
4054357513,0.0
375117674,0.0
244910581,0.0
3364413982,1.0
754892000000000000,0.0
219255067,0.0
64459603,0.0
164481132,0.0
465182549,0.0
133404204,0.0
740000000000000000,0.0
850495242,0.0
852739632,0.0
26658046,0.0
52775726,0.0
18839785,0.0
11348282,0.0
17471979,0.0
253321807,0.0
36107106,0.0
19923144,0.0
556142994,0.0
18393773,0.0
2314672190,1.0
780708000000000000,1.0
158487331,0.0
19426551,0.0
105119490,0.0
59775065,0.0
55752358,0.0
35787166,0.0
407616007,0.0
22342898,0.0
256634583,0.0
2561646679,0.0
4091727471,1.0
3290651747,0.0
3426729850,0.0
807095,0.0
306097862,0.0
352376426,0.0
3229554058,0.0
4095361159,0.0
129942953,0.0
759025000000000000,0.0
858204450,0.0
15888142,0.0
3298173622,0.0
209708391,0.0
19397785,0.0
845589283,0.0
84083187,0.0
856242686,0.0
589535421,0.0
71978637,0.0
4855815726,0.0
3020309903,1.0
165731902,0.0
903162031,0.0
375694319,0.0
23652567,0.0
123322294,0.0
28706024,0.0
31927467,0.0
1273164162,0.0
3901064081,0.0
471741741,0.0
728139000000000000,0.0
822216000000000000,0.0
44252420,0.0
18681139,0.0
145046142,0.0
35408870,0.0
3137971624,1.0
856077606,0.0
768783000000000000,0.0
4639760414,0.0
190550701,0.0
3265528788,0.0
2556842574,0.0
4883207059,0.0
2564337723,0.0
205203060,0.0
716530098,0.0
25073877,0.0
14872237,0.0
750764000000000000,1.0
270426592,0.0
4886553186,0.0
711123000000000000,0.0
769000000000000000,0.0
750868000000000000,0.0
1652541,0.0
150817706,0.0
40255499,0.0
22338630,0.0
79293791,0.0
2467190329,0.0
480575795,0.0
854422044,0.0
16190898,0.0
2420565234,0.0
194538554,0.0
373745691,0.0
22166136,0.0
160591075,0.0
311830293,0.0
342347053,0.0
83462293,0.0
114976173,0.0
832039000000000000,0.0
190591939,0.0
20206051,0.0
549264466,0.0
291227271,0.0
2205024632,0.0
1620743941,0.0
356486086,0.0
23375688,0.0
3072915819,0.0
1715051,0.0
1968714288,0.0
3199884297,0.0
44409004,0.0
524956084,0.0
846011000000000000,0.0
1384640706,0.0
804182444,0.0
175883705,0.0
70727809,0.0
854482440,0.0
919979270,0.0
819531865,0.0
4746905184,0.0
850590698,0.0
2600705052,0.0
3004231,0.0
738925000000000000,1.0
4925299425,0.0
2174746250,1.0
705216000000000000,0.0
26257166,0.0
145125358,0.0
86231642,0.0
45052382,0.0
3300622553,1.0
2259884294,0.0
2468086038,1.0
2342447737,1.0
2262148759,0.0
3694685310,1.0
847608391,0.0
249218671,0.0
841111291,0.0
772554582,0.0
98572780,0.0
1076033178,0.0
2759909491,1.0
17919972,0.0
2354507203,0.0
97762747,0.0
788564000000000000,0.0
48626235,0.0
5988062,0.0
15846407,0.0
21623813,0.0
3631838303,0.0
3341453481,0.0
3433099685,1.0
4919025952,0.0
3224552461,0.0
2577008935,0.0
424308815,0.0
2572529604,0.0
2838688612,0.0
1360710618,0.0
160951141,0.0
1032940160,0.0
3406693534,0.0
812529000000000000,1.0
735000000000000000,0.0
737000000000000000,0.0
792000000000000000,0.0
757000000000000000,0.0
791000000000000000,0.0
807000000000000000,0.0
778000000000000000,1.0
840000000000000000,0.0
824000000000000000,0.0
809000000000000000,0.0
753000000000000000,0.0
801000000000000000,0.0
786000000000000000,0.0
841000000000000000,0.0
776000000000000000,0.0
780000000000000000,0.0
758000000000000000,0.0
742000000000000000,0.0
729000000000000000,0.0
751000000000000000,1.0
761000000000000000,0.0
833000000000000000,0.0
829000000000000000,1.0
745000000000000000,0.0
837000000000000000,0.0
762000000000000000,0.0
789000000000000000,0.0
844000000000000000,0.0
731000000000000000,0.0
736000000000000000,1.0
826000000000000000,0.0
812000000000000000,1.0
734000000000000000,0.0
781000000000000000,0.0
815000000000000000,1.0
760000000000000000,0.0
832000000000000000,0.0
831000000000000000,0.0
754000000000000000,0.0
842000000000000000,0.0
744000000000000000,0.0
771000000000000000,0.0
816000000000000000,0.0
733000000000000000,0.0
787000000000000000,0.0
800000000000000000,0.0
810000000000000000,0.0
798000000000000000,1.0
728000000000000000,0.0
2900085166,0.0
783214,0.0
85426644,0.0
360945774,0.0
2986306048,0.0
731201000000000000,0.0
612754791,0.0
4493562022,1.0
2897136909,0.0
78956001,0.0
4462343293,0.0
3830053332,0.0
586671909,0.0
332888068,0.0
756937000000000000,0.0
2163813157,0.0
2602312513,0.0
813000000000000000,0.0
355883433,0.0
3229506502,0.0
20322929,0.0
16712547,0.0
268439864,0.0
2566951536,0.0
174632702,0.0
843270408,0.0
2564439320,0.0
342737458,0.0
566078011,0.0
268809577,0.0
750999000000000000,0.0
10228272,0.0
218833868,0.0
176566242,0.0
3119554528,0.0
