Id,Bot
25073877,0
14872237,0
750764000000000000,1
270426592,0
4886553186,0
711123000000000000,0
769000000000000000,0
750868000000000000,0
1652541,0
150817706,0
40255499,0
22338630,0
79293791,0
2467190329,0
480575795,0
854422044,0
16190898,0
2420565234,0
194538554,0
373745691,0
22166136,0
160591075,0
311830293,0
342347053,0
83462293,0
114976173,0
832039000000000000,0
190591939,0
20206051,0
549264466,0
291227271,0
2205024632,0
1620743941,0
356486086,0
23375688,0
3072915819,0
1715051,0
1968714288,0
3199884297,0
44409004,0
524956084,0
846011000000000000,0
1384640706,0
804182444,0
175883705,0
70727809,0
854482440,0
919979270,0
819531865,0
4746905184,0
850590698,0
2600705052,0
3004231,0
738925000000000000,1
4925299425,0
2174746250,1
705216000000000000,0
26257166,0
145125358,0
86231642,0
45052382,0
3300622553,1
2259884294,0
2468086038,1
2342447737,1
2262148759,0
3694685310,1
847608391,0
249218671,0
841111291,0
772554582,0
98572780,0
1076033178,0
2759909491,1
17919972,0
2354507203,0
97762747,0
788564000000000000,0
48626235,0
5988062,0
15846407,0
21623813,0
3631838303,0
3341453481,0
3433099685,1
4919025952,0
3224552461,0
2577008935,0
424308815,0
2572529604,0
2838688612,0
1360710618,0
160951141,0
1032940160,0
3406693534,0
812529000000000000,1
735000000000000000,0
737000000000000000,0
792000000000000000,0
757000000000000000,0
791000000000000000,0
807000000000000000,0
778000000000000000,1
840000000000000000,0
824000000000000000,0
809000000000000000,0
753000000000000000,0
801000000000000000,0
786000000000000000,0
841000000000000000,0
776000000000000000,0
780000000000000000,0
758000000000000000,0
742000000000000000,0
729000000000000000,0
751000000000000000,1
761000000000000000,0
833000000000000000,0
829000000000000000,1
745000000000000000,0
837000000000000000,0
762000000000000000,0
789000000000000000,0
844000000000000000,0
731000000000000000,0
736000000000000000,1
826000000000000000,0
812000000000000000,1
734000000000000000,0
781000000000000000,0
815000000000000000,1
760000000000000000,0
832000000000000000,0
831000000000000000,0
754000000000000000,0
842000000000000000,0
744000000000000000,0
771000000000000000,0
816000000000000000,0
733000000000000000,0
787000000000000000,0
800000000000000000,0
810000000000000000,0
798000000000000000,1
728000000000000000,0
2900085166,0
783214,0
85426644,0
360945774,0
2986306048,0
731201000000000000,0
612754791,0
4493562022,1
2897136909,0
78956001,0
4462343293,0
3830053332,0
586671909,0
332888068,0
756937000000000000,0
2163813157,0
2602312513,0
813000000000000000,0
355883433,0
3229506502,0
20322929,0
16712547,0
268439864,0
2566951536,0
174632702,0
843270408,0
2564439320,0
342737458,0
566078011,0
268809577,0
750999000000000000,0
10228272,0
218833868,0
176566242,0
3119554528,0
